CustomerID,Age,Gender,SubscriptionType,MonthlyCharges,TenureMonths,SupportTickets,PaymentMethod,SatisfactionScore,UsageHoursPerWeek,Churn
CUST-1747,75.0,Female,Basic,59.04,48,3,Bank Transfer,5.0,25.5,No
CUST-3673,36.0,Male,Basic,67.06,39,4,Electronic Check,4.0,19.5,Yes
CUST-3831,64.0,Male,Enterprise,186.36,33,6,Bank Transfer,1.0,17.4,Yes
CUST-3096,56.0,Male,Basic,54.91,30,1,Bank Transfer,8.0,22.9,No
CUST-2848,56.0,Male,Enterprise,156.15,17,2,Electronic Check,6.0,27.0,Yes
CUST-1632,68.0,Male,Enterprise,145.08,40,9,Credit Card,2.0,14.6,Yes
CUST-2581,20.0,Male,Premium,99.61,39,5,Electronic Check,4.0,33.0,Yes
CUST-3532,61.0,Male,,45.66,54,5,Electronic Check,3.0,15.6,Yes
CUST-1163,31.0,Male,Premium,82.96,18,0,Electronic Check,9.0,18.1,No
CUST-1220,20.0,Female,Premium,101.95,72,1,Credit Card,9.0,9.4,No
CUST-3565,56.0,Female,Premium,,19,0,Electronic Check,9.0,28.0,No
CUST-4494,36.0,Male,Basic,39.62,13,3,Mailed Check,5.0,31.6,Yes
CUST-2643,39.0,Male,Premium,105.32,63,6,Mailed Check,6.0,10.5,No
CUST-3466,71.0,Female,Basic,59.23,38,4,Bank Transfer,,32.5,Yes
CUST-3574,37.0,Female,Premium,83.83,48,2,Credit Card,,13.3,No
CUST-1548,18.0,Male,Basic,57.84,12,4,Credit Card,5.0,15.7,Yes
CUST-2703,51.0,Male,Premium,104.23,17,3,Credit Card,5.0,40.6,Yes
CUST-3913,61.0,Male,Premium,130.0,60,5,Bank Transfer,8.0,27.0,No
CUST-4414,42.0,Male,Enterprise,170.85,52,4,Credit Card,1.0,11.7,Yes
CUST-1569,29.0,Male,Basic,55.77,32,4,Credit Card,7.0,21.1,Yes
CUST-2806,23.0,Female,Basic,36.91,67,1,Credit Card,5.0,31.5,No
CUST-3882,50.0,Female,Basic,52.91,6,5,Credit Card,2.0,27.7,Yes
CUST-2466,74.0,Female,Basic,61.68,13,4,Electronic Check,5.0,42.2,Yes
CUST-3640,30.0,Male,Enterprise,170.94,65,3,Bank Transfer,5.0,7.4,No
CUST-1612,73.0,Female,Basic,42.38,34,2,Electronic Check,7.0,11.6,No
CUST-3489,62.0,Female,Basic,24.51,2,4,Credit Card,4.0,25.2,Yes
CUST-4240,41.0,Female,Enterprise,141.62,52,6,Credit Card,4.0,28.1,Yes
CUST-4234,60.0,Male,Basic,55.24,58,1,Credit Card,5.0,24.3,No
CUST-1743,75.0,Male,Basic,29.04,68,2,Electronic Check,6.0,39.6,No
CUST-4097,67.0,Female,Basic,41.47,32,1,Credit Card,10.0,32.1,No
CUST-1782,39.0,Female,Premium,97.81,11,0,Credit Card,9.0,36.0,No
CUST-3713,32.0,Male,Enterprise,179.41,4,0,Credit Card,7.0,15.7,No
CUST-1582,47.0,Female,Basic,47.95,31,1,Credit Card,10.0,13.6,No
CUST-2968,66.0,Female,Basic,60.24,14,3,Bank Transfer,5.0,31.9,Yes
CUST-1894,23.0,Male,Premium,88.9,21,6,Bank Transfer,3.0,25.9,Yes
CUST-1803,30.0,Female,Premium,120.31,42,3,Credit Card,4.0,18.7,Yes
CUST-1074,53.0,Male,Basic,50.79,64,1,Credit Card,3.0,18.6,No
CUST-1049,68.0,Female,Premium,91.94,36,6,Electronic Check,4.0,29.0,Yes
CUST-2821,24.0,Male,Basic,49.0,64,2,Electronic Check,8.0,25.3,Yes
CUST-2056,46.0,Female,Enterprise,113.58,71,0,Mailed Check,10.0,4.9,No
CUST-3930,48.0,Female,Basic,56.45,28,4,Mailed Check,4.0,45.4,Yes
CUST-4150,40.0,Female,Basic,68.32,3,0,Credit Card,7.0,32.0,No
CUST-3597,72.0,Male,Basic,50.65,50,2,Electronic Check,8.0,22.0,No
CUST-1757,26.0,Female,Enterprise,125.65,53,2,Credit Card,6.0,35.1,Yes
CUST-3108,41.0,Female,Enterprise,134.42,50,1,Bank Transfer,8.0,19.3,No
CUST-1777,36.0,Female,Premium,106.18,38,3,Bank Transfer,2.0,8.9,Yes
CUST-1913,49.0,Female,Basic,50.76,35,1,Credit Card,2.0,26.9,Yes
CUST-3852,30.0,Male,,127.0,31,2,Electronic Check,5.0,36.3,No
CUST-3072,24.0,Male,Premium,128.01,38,7,Bank Transfer,3.0,28.3,Yes
CUST-2404,40.0,Male,Premium,85.84,38,6,Bank Transfer,2.0,18.3,Yes
CUST-3680,52.0,Female,Enterprise,127.97,56,2,Credit Card,5.0,35.6,No
CUST-2197,57.0,Male,Premium,83.88,7,8,Electronic Check,4.0,24.4,Yes
CUST-1573,54.0,Male,Enterprise,150.35,36,4,Mailed Check,3.0,27.5,Yes
CUST-3458,31.0,Female,Basic,43.37,62,6,Electronic Check,3.0,22.5,No
CUST-3826,27.0,Male,Premium,88.3,18,4,Credit Card,1.0,21.1,No
CUST-3447,50.0,Male,Basic,53.2,63,1,Bank Transfer,9.0,26.8,No
CUST-2744,73.0,Female,Premium,97.8,20,0,Mailed Check,9.0,20.7,No
CUST-3158,64.0,Female,Basic,73.2,53,1,Credit Card,8.0,25.2,No
CUST-3251,53.0,Female,Premium,105.09,7,2,Credit Card,8.0,42.3,No
CUST-1979,47.0,Female,Enterprise,159.45,43,1,Credit Card,7.0,16.5,No
CUST-3478,74.0,Female,Premium,91.35,53,0,Mailed Check,10.0,20.4,No
CUST-3688,31.0,Female,Enterprise,169.93,48,4,Bank Transfer,1.0,14.8,Yes
CUST-3094,46.0,Male,Premium,116.11,3,6,Credit Card,5.0,16.3,Yes
CUST-4372,67.0,Female,Basic,63.89,57,8,Credit Card,1.0,15.6,Yes
CUST-3168,51.0,Female,Enterprise,165.07,5,1,Mailed Check,9.0,23.5,No
CUST-2619,19.0,Male,Premium,121.9,63,3,Credit Card,4.0,13.2,No
CUST-4260,22.0,Male,Premium,82.19,7,0,Credit Card,3.0,14.5,Yes
CUST-1260,50.0,Male,Enterprise,119.02,17,8,Credit Card,3.0,24.2,Yes
CUST-3074,60.0,Male,Enterprise,167.91,68,3,Electronic Check,3.0,25.5,No
CUST-4140,22.0,Female,Basic,39.53,62,3,Credit Card,3.0,26.8,No
CUST-4187,46.0,Male,Basic,41.26,13,3,Electronic Check,3.0,33.4,Yes
CUST-3952,68.0,Female,Enterprise,144.48,12,0,Electronic Check,10.0,16.4,No
CUST-2492,70.0,Female,Premium,116.98,16,0,Mailed Check,8.0,31.2,No
CUST-1977,61.0,Male,Enterprise,146.37,52,2,Credit Card,7.0,20.4,No
CUST-3741,51.0,Female,Basic,63.01,2,0,Electronic Check,10.0,36.4,Yes
CUST-2905,64.0,Female,Basic,59.2,6,2,Mailed Check,3.0,26.8,Yes
CUST-4470,63.0,Male,Premium,124.12,6,6,Bank Transfer,3.0,22.5,Yes
CUST-4207,57.0,Male,Enterprise,159.94,34,1,Bank Transfer,6.0,20.0,No
CUST-2331,57.0,Female,Premium,112.57,7,2,Bank Transfer,6.0,11.1,Yes
CUST-3173,30.0,Female,Enterprise,189.96,25,1,Electronic Check,8.0,26.5,No
CUST-3079,48.0,Male,Enterprise,137.51,58,6,Bank Transfer,5.0,31.8,No
CUST-1970,71.0,Male,Premium,97.92,15,3,Bank Transfer,5.0,34.2,Yes
CUST-2832,24.0,Male,Basic,66.27,24,0,Credit Card,8.0,29.4,Yes
CUST-2033,60.0,Male,Enterprise,,37,2,Electronic Check,2.0,17.0,Yes
CUST-3898,49.0,Male,Basic,43.73,65,0,Credit Card,10.0,39.1,No
CUST-2685,51.0,Female,Basic,65.55,49,0,Bank Transfer,10.0,17.8,No
CUST-4210,28.0,Male,Premium,84.34,54,3,Mailed Check,8.0,18.2,No
CUST-4443,33.0,Male,Enterprise,170.99,26,3,Credit Card,4.0,18.9,Yes
CUST-2476,19.0,Male,Enterprise,149.51,10,1,Bank Transfer,10.0,39.3,No
CUST-2938,75.0,Female,Basic,45.29,55,1,Mailed Check,9.0,26.6,No
CUST-1870,53.0,Male,Enterprise,159.1,40,1,Electronic Check,7.0,37.1,No
CUST-3686,25.0,Male,Basic,51.04,11,5,Credit Card,2.0,46.0,Yes
CUST-3903,67.0,Female,Basic,25.47,63,10,Mailed Check,6.0,6.4,Yes
CUST-1109,62.0,Female,Premium,114.53,51,4,Electronic Check,5.0,24.4,No
CUST-3088,48.0,Female,Enterprise,147.75,58,5,Bank Transfer,3.0,16.0,Yes
CUST-2211,66.0,Female,Basic,62.45,24,1,Bank Transfer,1.0,17.9,Yes
CUST-4291,67.0,Female,Basic,32.45,70,0,Credit Card,7.0,42.3,No
CUST-1319,24.0,Female,Basic,37.16,66,4,Electronic Check,2.0,33.8,Yes
CUST-1060,26.0,Male,Premium,93.05,27,3,Credit Card,8.0,37.1,No
CUST-2018,21.0,Male,Basic,45.73,61,7,Electronic Check,3.0,1.0,Yes
CUST-2375,69.0,Female,Premium,102.46,46,5,Electronic Check,2.0,34.4,Yes
CUST-4403,61.0,Female,Basic,52.41,48,2,Credit Card,1.0,25.8,Yes
CUST-2252,22.0,Female,Premium,112.66,51,1,Credit Card,3.0,38.2,No
CUST-4446,72.0,Female,Basic,46.36,11,3,Credit Card,5.0,14.6,Yes
CUST-3541,46.0,Female,Premium,89.35,23,1,Credit Card,7.0,35.9,No
CUST-1766,57.0,Male,Enterprise,175.47,8,0,Credit Card,7.0,18.9,No
CUST-4288,42.0,Female,Basic,42.74,71,3,Credit Card,6.0,27.6,No
CUST-2323,,Female,Basic,44.17,31,7,Credit Card,3.0,22.8,Yes
CUST-3752,52.0,Female,Premium,110.94,58,0,Bank Transfer,7.0,39.6,Yes
CUST-4424,30.0,Male,Enterprise,156.16,71,2,Electronic Check,6.0,24.7,No
CUST-4034,19.0,Female,Enterprise,166.94,4,2,Credit Card,5.0,25.6,Yes
CUST-1728,22.0,Male,Premium,102.83,20,3,Electronic Check,4.0,45.9,Yes
CUST-3064,60.0,Female,Enterprise,116.91,66,8,Electronic Check,5.0,39.0,Yes
CUST-2615,36.0,Male,Premium,95.27,13,2,Electronic Check,3.0,5.5,Yes
CUST-1221,56.0,Male,Basic,23.6,19,1,Bank Transfer,3.0,31.9,Yes
CUST-4148,38.0,Female,Enterprise,178.32,62,0,Bank Transfer,9.0,24.2,No
CUST-1583,63.0,Female,Enterprise,145.9,33,4,Electronic Check,6.0,19.4,No
CUST-2012,72.0,Male,Basic,29.83,19,0,Mailed Check,10.0,30.0,No
CUST-2316,68.0,Female,Basic,51.31,30,8,Electronic Check,1.0,28.3,Yes
CUST-1848,18.0,Female,Premium,98.8,54,0,Credit Card,9.0,13.8,No
CUST-1057,31.0,Male,Premium,82.94,23,1,Credit Card,8.0,30.5,No
CUST-1188,30.0,Female,Premium,76.73,19,2,Credit Card,8.0,16.6,No
CUST-3087,56.0,Male,Basic,40.67,7,3,Credit Card,4.0,39.4,Yes
CUST-3514,37.0,Male,Enterprise,150.88,19,2,Credit Card,2.0,12.8,Yes
CUST-3385,61.0,Female,Enterprise,127.42,59,2,Bank Transfer,6.0,28.6,No
CUST-1882,34.0,Female,Basic,54.18,2,2,Credit Card,6.0,34.4,Yes
CUST-3345,67.0,Male,Basic,60.61,27,3,Electronic Check,8.0,24.5,No
CUST-1469,52.0,Female,Basic,,42,3,Mailed Check,7.0,4.6,No
CUST-2111,19.0,Female,Basic,45.58,57,1,Electronic Check,8.0,20.4,Yes
CUST-2518,30.0,Female,Basic,42.5,1,0,Credit Card,5.0,24.9,Yes
CUST-3203,74.0,Female,Basic,48.23,21,9,Mailed Check,4.0,17.4,Yes
CUST-1227,50.0,Male,Premium,106.55,51,3,Electronic Check,5.0,20.7,No
CUST-1536,36.0,Male,Basic,51.03,10,3,Electronic Check,2.0,43.7,Yes
CUST-1229,59.0,Male,Premium,79.86,10,5,Bank Transfer,1.0,15.0,Yes
CUST-3969,56.0,Male,Basic,61.87,60,2,Mailed Check,7.0,24.5,No
CUST-2341,59.0,Female,Premium,98.92,66,1,Bank Transfer,7.0,26.1,No
CUST-3579,67.0,Male,Premium,108.8,45,5,Electronic Check,7.0,29.4,No
CUST-3477,42.0,Female,Premium,90.99,17,2,Credit Card,4.0,16.6,Yes
CUST-3017,57.0,Male,Enterprise,127.65,69,2,Bank Transfer,6.0,43.6,Yes
CUST-4340,66.0,Male,Basic,30.85,66,2,Bank Transfer,,24.1,No
CUST-1211,56.0,Female,Premium,89.08,60,4,Bank Transfer,2.0,31.7,Yes
CUST-3823,35.0,Male,Enterprise,188.13,16,3,Electronic Check,4.0,16.0,Yes
CUST-1070,64.0,Female,Premium,82.76,13,2,Electronic Check,10.0,31.1,No
CUST-1735,70.0,Male,Enterprise,161.58,15,0,Electronic Check,7.0,18.7,No
CUST-3747,63.0,Female,Basic,,31,1,Credit Card,9.0,26.6,Yes
CUST-4206,75.0,Female,Basic,66.96,11,1,Electronic Check,7.0,25.6,No
CUST-4092,51.0,Male,Basic,55.14,60,1,Credit Card,9.0,15.0,No
CUST-1377,73.0,Male,Premium,91.74,29,3,Bank Transfer,6.0,29.0,No
CUST-1437,35.0,Female,Basic,58.79,63,6,Electronic Check,2.0,29.7,Yes
CUST-3536,19.0,Female,Basic,60.05,67,5,Electronic Check,2.0,11.4,Yes
CUST-4250,28.0,Female,Premium,113.88,42,2,Credit Card,7.0,11.1,No
CUST-3589,49.0,Male,Enterprise,172.03,35,3,Bank Transfer,2.0,29.7,Yes
CUST-1209,45.0,Female,Enterprise,154.58,34,4,Credit Card,1.0,28.6,Yes
CUST-2205,45.0,Female,Premium,85.45,32,9,Mailed Check,4.0,36.5,Yes
CUST-1566,46.0,Male,Premium,90.39,51,1,Mailed Check,9.0,41.7,No
CUST-1314,40.0,Male,Enterprise,131.26,33,5,Bank Transfer,,22.6,Yes
CUST-1602,53.0,Female,Basic,53.96,48,1,Electronic Check,7.0,38.9,No
CUST-1234,49.0,Female,Premium,113.25,62,3,Credit Card,3.0,20.9,No
CUST-2928,70.0,Female,Premium,110.04,42,1,Bank Transfer,7.0,10.5,No
CUST-3857,24.0,Female,Enterprise,125.02,13,1,Bank Transfer,7.0,39.9,No
CUST-2076,51.0,Male,Premium,92.49,26,2,Bank Transfer,4.0,29.3,Yes
CUST-1013,28.0,Female,Enterprise,172.81,56,5,Credit Card,3.0,21.1,Yes
CUST-1112,32.0,Male,Basic,32.62,69,4,Electronic Check,4.0,20.4,No
CUST-3100,63.0,Female,Basic,51.35,3,5,Credit Card,1.0,16.2,No
CUST-4362,45.0,Male,Basic,40.52,20,6,Electronic Check,2.0,32.5,Yes
CUST-2602,31.0,Female,Premium,87.45,59,1,Electronic Check,10.0,38.0,No
CUST-2363,27.0,Male,Basic,34.04,34,6,Electronic Check,5.0,36.3,Yes
CUST-3924,61.0,Female,Premium,115.42,71,9,Credit Card,1.0,31.7,Yes
CUST-4397,25.0,Male,Basic,42.29,1,0,Mailed Check,4.0,25.3,Yes
CUST-1473,30.0,Male,Enterprise,123.13,30,2,Mailed Check,2.0,13.3,Yes
CUST-1491,19.0,Female,Premium,89.81,1,2,Electronic Check,9.0,29.2,Yes
CUST-2645,41.0,Male,Basic,55.0,23,0,Credit Card,8.0,22.0,Yes
CUST-2804,71.0,Female,Premium,91.02,66,3,Credit Card,3.0,12.8,No
CUST-1832,71.0,Female,Premium,,5,6,Credit Card,2.0,12.9,Yes
CUST-3021,51.0,Male,Enterprise,119.67,58,0,Credit Card,9.0,17.2,No
CUST-4417,63.0,Male,Premium,77.62,49,7,Electronic Check,4.0,26.7,Yes
CUST-4202,46.0,Male,Premium,,64,6,Credit Card,2.0,25.9,Yes
CUST-2054,20.0,Male,Basic,70.55,19,2,Credit Card,7.0,7.5,No
CUST-4181,35.0,Male,Enterprise,163.82,54,3,Electronic Check,7.0,26.4,Yes
CUST-3015,26.0,Male,Basic,48.26,60,1,Credit Card,5.0,15.2,No
CUST-3371,68.0,Male,Premium,96.96,9,3,Credit Card,7.0,17.4,Yes
CUST-2074,43.0,Male,Basic,51.96,17,8,Electronic Check,2.0,20.8,Yes
CUST-2345,46.0,Male,Premium,101.42,5,0,Electronic Check,10.0,30.5,No
CUST-1656,46.0,Female,Premium,102.93,44,4,Credit Card,5.0,17.1,Yes
CUST-3127,37.0,Male,Enterprise,167.32,62,1,Credit Card,7.0,30.3,No
CUST-1362,63.0,Male,Basic,50.73,48,3,Credit Card,3.0,19.6,Yes
CUST-1136,24.0,Male,Premium,101.69,5,2,Bank Transfer,6.0,30.4,Yes
CUST-2718,71.0,Male,Premium,103.59,22,2,Bank Transfer,9.0,25.1,No
CUST-4462,55.0,Female,Basic,35.09,12,2,Bank Transfer,9.0,31.4,No
CUST-2165,59.0,Female,Premium,71.11,69,5,Credit Card,1.0,23.8,Yes
CUST-4064,38.0,Male,Premium,126.51,24,6,Electronic Check,2.0,30.6,Yes
CUST-1367,33.0,Male,Basic,59.54,2,3,Mailed Check,2.0,22.7,Yes
CUST-3407,47.0,Male,Enterprise,144.21,57,3,Credit Card,2.0,36.2,Yes
CUST-3093,30.0,Male,Basic,51.95,63,3,Bank Transfer,5.0,14.0,No
CUST-1030,29.0,Female,Premium,86.71,59,5,Electronic Check,4.0,11.0,Yes
CUST-3937,74.0,Female,Basic,47.83,65,8,Electronic Check,5.0,28.6,No
CUST-1023,41.0,Female,Premium,121.79,58,1,Mailed Check,10.0,7.7,No
CUST-2973,22.0,Female,Premium,97.66,37,1,Mailed Check,10.0,24.1,No
CUST-4345,38.0,Male,Premium,96.55,2,4,Mailed Check,4.0,8.0,Yes
CUST-4319,75.0,Female,Premium,118.15,40,2,Mailed Check,4.0,15.1,Yes
CUST-2425,73.0,Female,Basic,60.77,59,7,Electronic Check,4.0,42.6,Yes
CUST-1696,72.0,Male,Premium,91.57,38,1,Electronic Check,7.0,32.5,No
CUST-2289,39.0,Female,Enterprise,172.33,58,1,Bank Transfer,5.0,28.4,No
CUST-1701,58.0,Male,Premium,94.25,59,2,Credit Card,7.0,17.1,No
CUST-1421,58.0,Female,Premium,83.82,47,0,Bank Transfer,9.0,25.8,No
CUST-1683,52.0,Male,Basic,62.82,10,2,Credit Card,3.0,17.8,Yes
CUST-4268,,Female,Premium,100.58,35,3,Electronic Check,6.0,26.4,No
CUST-1461,60.0,Male,Premium,128.0,16,2,Credit Card,4.0,36.5,Yes
CUST-1044,72.0,Female,Enterprise,168.22,68,4,Bank Transfer,4.0,13.4,No
CUST-1088,51.0,Female,Enterprise,128.31,12,8,Credit Card,4.0,32.7,Yes
CUST-2862,72.0,Male,Basic,54.28,68,5,Electronic Check,6.0,21.3,No
CUST-2745,50.0,Female,Premium,98.12,20,2,Credit Card,9.0,20.5,No
CUST-2784,36.0,Female,Enterprise,111.47,71,7,Credit Card,4.0,9.4,Yes
CUST-1562,33.0,Female,Enterprise,167.32,58,4,Mailed Check,2.0,19.5,Yes
CUST-1283,28.0,Male,Basic,61.26,60,2,Electronic Check,7.0,12.4,No
CUST-3714,60.0,Male,Basic,49.15,8,6,Electronic Check,3.0,39.2,Yes
CUST-2024,37.0,Male,Premium,103.81,67,3,Electronic Check,6.0,12.0,No
CUST-2105,31.0,Male,Enterprise,,69,2,Bank Transfer,3.0,25.4,No
CUST-4355,,Male,Basic,55.46,12,0,Credit Card,10.0,4.5,No
CUST-2002,44.0,Female,Basic,28.63,22,2,Electronic Check,7.0,37.0,No
CUST-1466,59.0,Female,Premium,105.63,51,0,Electronic Check,7.0,7.2,No
CUST-2000,47.0,Male,Premium,98.18,17,4,Bank Transfer,3.0,29.1,Yes
CUST-2961,63.0,Male,Premium,86.29,71,2,Mailed Check,8.0,16.0,No
CUST-1860,33.0,Female,Basic,52.29,30,3,Credit Card,4.0,32.6,Yes
CUST-1534,34.0,Male,Basic,60.27,1,7,Electronic Check,1.0,30.2,Yes
CUST-2400,57.0,Female,Premium,113.92,65,4,Bank Transfer,1.0,50.4,Yes
CUST-4485,75.0,Female,Premium,97.83,31,6,Credit Card,3.0,14.4,Yes
CUST-4493,35.0,Male,Basic,48.26,15,0,Mailed Check,5.0,24.7,No
CUST-4083,46.0,Male,Premium,87.5,20,4,Credit Card,1.0,9.4,Yes
CUST-3769,61.0,Female,Enterprise,157.79,42,5,Electronic Check,2.0,26.7,Yes
CUST-3983,62.0,Female,Enterprise,177.77,42,3,Electronic Check,4.0,29.8,Yes
CUST-2443,18.0,Male,Premium,,52,8,Electronic Check,2.0,20.2,Yes
CUST-3495,20.0,Male,Premium,90.46,70,7,Credit Card,1.0,31.8,Yes
CUST-4419,44.0,Male,Basic,34.4,29,1,Electronic Check,8.0,21.3,No
CUST-4482,41.0,Female,Enterprise,158.78,60,0,Electronic Check,7.0,13.3,No
CUST-2179,39.0,Male,Basic,35.58,38,8,Bank Transfer,2.0,33.0,No
CUST-2028,23.0,Male,Basic,40.34,27,1,Electronic Check,5.0,19.0,No
CUST-2299,54.0,Female,Premium,117.06,64,1,Credit Card,7.0,30.6,No
CUST-1904,67.0,Male,Enterprise,155.79,45,0,Credit Card,10.0,21.0,No
CUST-1638,50.0,Male,Basic,55.38,8,1,Bank Transfer,2.0,10.9,Yes
CUST-2761,70.0,Female,Premium,118.33,44,2,Electronic Check,8.0,11.9,No
CUST-2081,44.0,Male,Premium,101.43,1,3,Electronic Check,7.0,15.8,Yes
CUST-2007,55.0,Female,Premium,101.97,13,7,Credit Card,2.0,26.6,Yes
CUST-2627,20.0,Female,Basic,46.54,52,2,Electronic Check,10.0,22.2,No
CUST-1943,70.0,Female,Premium,98.75,58,3,Electronic Check,9.0,28.4,No
CUST-3587,25.0,Male,Basic,47.84,49,1,Electronic Check,8.0,21.9,No
CUST-4398,59.0,Male,Enterprise,176.06,5,4,Electronic Check,3.0,31.7,Yes
CUST-3307,50.0,Female,Basic,69.09,19,6,Mailed Check,5.0,23.9,Yes
CUST-2881,72.0,Female,Basic,49.44,62,0,Electronic Check,7.0,16.8,No
CUST-2321,50.0,Female,Premium,92.08,56,5,Bank Transfer,1.0,33.1,Yes
CUST-1222,23.0,Female,Basic,51.7,41,4,Bank Transfer,4.0,19.4,Yes
CUST-1544,40.0,Female,Premium,87.83,66,0,Bank Transfer,6.0,21.9,No
CUST-2749,37.0,Male,Basic,52.98,4,7,Bank Transfer,2.0,20.9,Yes
CUST-2484,61.0,Male,Enterprise,110.71,5,1,Mailed Check,10.0,40.4,No
CUST-1888,45.0,Male,Premium,87.32,5,10,Electronic Check,3.0,25.3,Yes
CUST-3529,64.0,Female,Enterprise,164.33,7,5,Credit Card,2.0,19.7,Yes
CUST-1686,35.0,Female,Premium,96.91,31,1,Electronic Check,10.0,19.3,No
CUST-3700,45.0,Female,Enterprise,160.34,18,5,Electronic Check,1.0,41.2,Yes
CUST-3585,18.0,Female,Premium,91.91,41,4,Electronic Check,5.0,9.9,Yes
CUST-3528,45.0,Female,Premium,113.47,6,0,Electronic Check,9.0,27.4,No
CUST-2451,40.0,Male,Premium,99.13,60,3,Electronic Check,3.0,13.5,No
CUST-3500,46.0,Female,Basic,49.46,46,1,Electronic Check,6.0,5.5,Yes
CUST-1790,23.0,Male,Premium,124.41,5,1,Bank Transfer,1.0,12.6,Yes
CUST-4115,21.0,Female,Enterprise,161.86,11,2,Electronic Check,10.0,41.0,No
CUST-2808,42.0,Female,Premium,110.56,18,0,Electronic Check,9.0,25.2,No
CUST-2162,66.0,Male,Enterprise,174.11,40,7,Credit Card,1.0,40.2,Yes
CUST-3156,50.0,Male,Enterprise,176.24,16,9,Bank Transfer,2.0,30.8,Yes
CUST-3357,43.0,Female,Enterprise,148.6,50,2,Electronic Check,2.0,6.4,Yes
CUST-2423,21.0,Female,Enterprise,146.49,11,2,Bank Transfer,3.0,41.6,Yes
CUST-2500,45.0,Male,Basic,63.61,20,4,Credit Card,6.0,30.8,Yes
CUST-3873,55.0,Male,Enterprise,177.81,41,4,Mailed Check,2.0,15.2,Yes
CUST-3699,23.0,Female,Premium,113.61,54,3,Bank Transfer,2.0,12.2,Yes
CUST-3552,31.0,Female,Enterprise,184.75,41,0,Bank Transfer,10.0,53.5,No
CUST-1273,28.0,Female,Premium,94.67,56,4,Electronic Check,1.0,26.8,Yes
CUST-3606,43.0,Female,Enterprise,174.06,57,4,Electronic Check,7.0,35.0,No
CUST-1522,47.0,Male,Basic,43.35,51,3,Mailed Check,5.0,28.0,No
CUST-1523,64.0,Male,Premium,74.37,17,0,Credit Card,10.0,19.7,No
CUST-3081,59.0,Female,Premium,90.31,48,4,Credit Card,1.0,31.8,Yes
CUST-2512,45.0,Male,Enterprise,122.47,47,4,Credit Card,4.0,18.4,No
CUST-2730,28.0,Male,Enterprise,148.46,49,1,Electronic Check,8.0,15.8,No
CUST-3767,24.0,Female,Enterprise,167.42,17,0,Bank Transfer,8.0,33.7,No
CUST-3461,54.0,Female,Basic,47.51,55,5,Bank Transfer,5.0,36.7,No
CUST-1351,53.0,Male,Premium,91.65,54,5,Bank Transfer,2.0,32.8,Yes
CUST-3625,22.0,Male,Basic,33.28,39,3,Electronic Check,4.0,28.3,Yes
CUST-2534,35.0,Male,Enterprise,174.55,63,0,Electronic Check,,1.0,No
CUST-4015,62.0,Female,Enterprise,128.07,22,4,Electronic Check,2.0,10.6,Yes
CUST-3758,35.0,Male,Premium,111.17,19,0,Credit Card,10.0,17.0,No
CUST-3380,72.0,Male,Premium,113.49,52,2,Credit Card,1.0,12.3,Yes
CUST-3723,38.0,Female,Premium,95.08,25,4,Electronic Check,2.0,18.8,Yes
CUST-3003,28.0,Female,Enterprise,185.79,29,4,Credit Card,1.0,25.5,Yes
CUST-1652,40.0,Male,Basic,45.11,58,2,Electronic Check,7.0,28.5,No
CUST-3934,33.0,Female,Premium,124.39,23,6,Bank Transfer,4.0,20.3,Yes
CUST-2139,56.0,Female,Enterprise,146.48,1,4,Credit Card,5.0,22.1,No
CUST-4075,30.0,Male,Basic,40.08,51,0,Credit Card,6.0,27.8,Yes
CUST-4046,53.0,Female,Basic,39.06,61,0,Bank Transfer,8.0,19.8,No
CUST-4274,25.0,Female,Premium,106.38,63,0,Credit Card,1.0,25.8,No
CUST-3024,55.0,Female,Enterprise,159.35,35,2,Electronic Check,4.0,30.9,No
CUST-2547,68.0,Female,Basic,39.88,57,3,Credit Card,2.0,19.1,Yes
CUST-3016,32.0,Male,Basic,34.45,54,0,Electronic Check,10.0,37.6,No
CUST-4484,33.0,Female,Premium,,47,4,Mailed Check,5.0,27.9,No
CUST-1169,43.0,Male,Enterprise,160.92,31,0,Mailed Check,9.0,24.3,No
CUST-3941,34.0,Male,,45.01,45,1,Mailed Check,10.0,16.9,No
CUST-4129,54.0,Male,Basic,52.36,33,1,Mailed Check,8.0,9.2,No
CUST-4279,32.0,Female,Enterprise,178.84,5,3,Bank Transfer,7.0,37.4,No
CUST-3789,62.0,Female,Premium,120.96,22,3,Mailed Check,2.0,38.0,Yes
CUST-1804,67.0,Female,Premium,116.0,62,3,Mailed Check,5.0,24.4,No
CUST-2214,55.0,Male,Premium,70.17,39,1,Credit Card,8.0,2.4,Yes
CUST-1963,45.0,Female,Premium,112.11,48,4,Credit Card,2.0,15.2,Yes
CUST-1946,27.0,Female,Premium,83.95,63,10,Bank Transfer,1.0,14.2,Yes
CUST-1463,65.0,Female,Premium,130.0,46,4,Bank Transfer,8.0,14.0,No
CUST-2433,26.0,Male,Basic,42.83,31,5,Credit Card,3.0,12.1,Yes
CUST-1329,29.0,Female,Basic,57.74,12,6,Bank Transfer,2.0,14.0,Yes
CUST-4326,38.0,Male,Basic,66.53,17,4,Credit Card,4.0,25.4,Yes
CUST-2955,37.0,Male,Premium,76.75,18,1,Credit Card,9.0,23.0,No
